,QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
1547,SEBF-52,CTM,Decreasing accelerated,Y,N,40,35,5.93,147.24,N,588,0,312,0,4,3,7,0,-999997
1548,KANK-71,Direct,Decreasing,Y,Y,45,10,36.87,897.29,N,558,3,17,1,13,8,8,0,-999997
1549,BFHN-90,CTM,Level with CI,N,Y,54,20,303.18,9612.83,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1550,ZABR-89,CTM,Decreasing with CI,Y,N,32,20,144.82,4622.39,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1551,TURW-34,Direct,Decreasing with CI,N,N,47,20,8.03,173.45,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1552,YNVX-66,CTM,Level with CI,Y,N,33,20,34.55,700.02,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1553,RVIP-88,CTM,Level,Y,Y,61,20,15.26,359.96,N,565,0,-999997,10,12,5,6,0,-999997
1554,OMPS-70,CTM,Decreasing accelerated,N,N,49,30,15.26,359.96,N,565,0,-999997,10,12,5,6,0,-999997
1555,UOHI-67,MSM,Level accelerated,N,N,44,20,15.26,359.96,N,565,0,-999997,10,12,5,6,0,-999997
1556,ELNH-62,CTM,Decreasing with CI,N,N,43,30,16.8,398.43,N,565,0,-999997,10,12,5,6,0,-999997
1557,VXQC-19,Direct,Level,Y,N,28,15,16.8,398.43,N,565,0,-999997,10,12,5,6,0,-999997
1558,OPXU-90,MSM,Level with CI,Y,N,34,10,24.49,590.09,N,565,0,-999997,10,12,5,6,0,-999997
1559,DOFQ-19,CTM,Level,Y,N,60,20,24.49,590.09,N,565,0,-999997,10,12,5,6,0,-999997
1560,HDAL-91,CTM,Level,Y,Y,39,20,24.49,590.09,N,565,0,-999997,10,12,5,6,0,-999997
1561,WQWO-43,MSM,Decreasing with CI,Y,Y,40,5,17.81,396.19,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1562,ACNQ-94,MSM,Level,Y,N,57,5,17.81,396.19,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1563,UBSO-23,CTM,Decreasing,N,Y,26,10,17.81,396.19,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1564,XGVI-73,CTM,Level,Y,N,46,20,17.81,396.19,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1565,NSTD-74,CTM,Level,Y,N,58,5,21.17,664.74,N,555,1,12,4,14,3,5,0,-999997
1566,SVVJ-74,MSM,Decreasing with CI,Y,Y,38,30,64.32,1448.37,Y,573,3,85,5,8,3,4,0,-999997
1567,JSST-43,Direct,Decreasing with CI,Y,N,42,5,64.32,1448.37,Y,573,3,85,5,8,3,4,0,-999997
1568,RKTH-82,CTM,Level,N,N,45,20,64.32,1448.37,Y,573,3,85,5,8,3,4,0,-999997
1569,SGDZ-56,Direct,Decreasing,N,Y,41,30,23.87,510.13,Y,581,6,20,6,13,4,8,0,-999997
1570,CYJJ-75,CTM,Level,N,N,39,10,51.92,1629.32,N,568,0,21,1,15,6,7,0,-999997
1571,SKAO-94,Direct,Level,N,N,46,20,51.92,1629.32,N,568,0,21,1,15,6,7,0,-999997
1572,AJVP-10,CTM,Level with CI,Y,N,47,20,51.92,1629.32,N,568,0,21,1,15,6,7,0,-999997
1573,UUOF-13,Direct,Decreasing,N,Y,46,30,63.1,1982.07,N,512,NULL,-999997,-999997,{ND},{ND},-999997,-999997,NULL
1574,QLEK-46,Direct,Level,N,N,46,30,16.2,482.19,N,512,NULL,-999997,-999997,{ND},{ND},-999997,-999997,NULL
1575,VQCJ-22,CTM,Level,Y,Y,32,25,16.2,482.19,N,512,NULL,-999997,-999997,{ND},{ND},-999997,-999997,NULL
1576,YBFV-99,CTM,Decreasing with CI,Y,N,47,25,17.22,514.83,N,512,NULL,-999997,-999997,{ND},{ND},-999997,-999997,NULL
1577,OKHK-40,CTM,Level,N,Y,23,40,100.44,1988.63,N,491,NULL,-999997,-999997,22,7,8,-999997,NULL
1578,HOZN-45,MSM,Level,N,Y,40,30,24.49,590.09,N,565,0,-999997,10,12,5,6,0,-999997
1579,MWKD-91,CTM,Level with CI,No,N,38,30,24.49,590.09,N,565,0,-999997,10,12,5,6,0,-999997
1580,OKOV-95,CTM,Level,Y,N,43,10,15.26,359.96,N,565,0,-999997,10,12,5,6,0,-999997
1581,KZIN-32,MSM,Level,Y,Y,38,10,22.81,702.86,N,565,0,-999997,10,12,5,6,0,-999997
1582,VVAP-34,Direct,Level,Y,Y,44,20,22.81,702.86,N,565,0,-999997,10,12,5,6,0,-999997
1583,GUQN-89,CTM,Level with CI,Y,N,45,25,26.14,813.57,N,565,0,-999997,10,12,5,6,0,-999997
1584,TMEI-13,CTM,Decreasing,N,N,47,20,19.99,435.61,Y,554,3,-999997,4,15,4,6,0,-999997
1585,OJDO-80,CTM,Decreasing,N,Y,50,10,23.15,504.51,Y,554,3,-999997,4,15,4,6,0,-999997
1586,KLAR-73,MSM,Decreasing with CI,N,N,20,20,25,544.65,Y,554,3,-999997,4,15,4,6,0,-999997
1587,UDZZ-53,CTM,Level accelerated,Y,N,58,20,22.5,490.14,Y,554,3,-999997,4,15,4,6,0,-999997
1588,EOBO-95,MSM,Level,Y,N,41,10,22.5,490.14,Y,554,3,-999997,4,15,4,6,0,-999997
1589,TRIJ-81,CTM,Decreasing with CI,Y,Y,47,20,22.5,490.14,Y,554,3,-999997,4,15,4,6,0,-999997
1590,YDEH-36,CTM,Level,Y,N,52,5,24.75,539.45,Y,554,3,-999997,4,15,4,6,0,-999997
1591,HMNW-82,CTM,Level,Y,N,46,20,37.46,844.36,N,535,9,-999997,10,21,6,5,0,-999997
1592,XGTT-96,Direct,Level,Y,N,47,30,37.46,844.36,N,535,9,-999997,10,21,6,5,0,-999997
1593,EASM-77,CTM,Level,Y,Y,46,30,41.05,1134.61,N,555,1,12,4,14,3,5,0,-999997
1594,FQSC-83,MSM,Level with CI,Y,N,49,20,38.61,638.52,N,529,1,24,8,15,7,3,0,-999997
1595,OWZC-77,Direct,Level,Y,N,46,10,25,414.38,N,529,1,24,8,15,7,3,0,-999997
1596,QZRQ-98,CTM,Level,N,N,47,40,32.42,687.92,N,537,1,49,6,21,7,10,0,-999997
1597,FGTN-86,MSM,Level,N,N,47,30,32.42,687.92,N,537,1,49,6,21,7,10,0,-999997
1598,PLBT-63,Direct,Level,N,N,45,20,36.17,767.31,N,537,1,49,6,21,7,10,0,-999997
1599,KZEZ-69,MSM,Decreasing with CI,N,Y,48,20,36.17,767.31,N,537,1,49,6,21,7,10,0,-999997
1600,QPAF-12,MSM,Decreasing accelerated,N,N,46,20,36.17,767.31,N,537,1,49,6,21,7,10,0,-999997
1601,DXGT-79,Direct,Decreasing with CI,Y,N,47,30,15.71,516.08,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1602,DYMZ-94,MSM,Level with CI,Y,N,41,30,15.71,516.08,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1603,IZAE-14,Direct,Level with CI,Y,N,43,20,24.18,746.09,N,549,2,6,9,10,6,5,0,-999997
1604,ITTW-99,CTM,Level accelerated,Y,N,40,30,24.18,746.09,N,549,2,6,9,10,6,5,0,-999997
1605,OVEH-24,CTM,Level with CI,Y,Y,46,20,24.18,746.09,N,549,2,6,9,10,6,5,0,-999997
1606,FNEY-22,CTM,Decreasing with CI,Y,N,47,20,55.35,1153.48,N,571,7,-999997,0,13,8,6,0,-999997
1607,LKFN-72,CTM,Decreasing,Y,Y,45,30,34.67,722.38,N,571,7,-999997,0,13,8,6,0,-999997
1608,WVKW-38,Direct,Decreasing with CI,Y,Y,50,10,22.64,695.43,N,533,1,-999997,2,18,7,4,0,-999997
1609,HQQF-59,CTM,Level,N,N,26,15,22.64,695.43,N,533,1,-999997,2,18,7,4,0,-999997
1610,OCCQ-97,CTM,Decreasing,Y,N,41,20,33.97,727.12,N,535,9,-999997,10,21,6,5,0,-999997
1611,BALR-63,CTM,Decreasing with CI,Y,N,46,25,9.82,312.64,N,581,0,-999997,0,7,3,5,0,-999997
1612,LPLU-70,CTM,Level,Y,N,44,30,9.82,312.64,N,581,0,-999997,0,7,3,5,0,-999997
1613,AJRP-39,CTM,Decreasing accelerated,Y,N,42,35,15.71,516.08,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1614,CNLD-19,CTM,Level,N,Y,44,20,15.71,516.08,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1615,RGEF-30,MSM,Decreasing,Y,Y,46,10,40,1003.78,Y,549,1,36,4,18,6,8,0,-999997
1616,MKTW-56,CTM,Decreasing,Y,N,39,30,51.6,1265.15,Y,549,1,36,4,18,6,8,0,-999997
1617,FTMX-40,Direct,Decreasing with CI,N,Y,53,10,51.6,1265.15,Y,549,1,36,4,18,6,8,0,-999997
1618,BVGP-89,MSM,Decreasing with CI,N,N,32,30,46.11,1132.71,Y,549,1,36,4,18,6,8,0,-999997
1619,GYJP-17,CTM,Level,N,N,33,30,40,1003.78,Y,549,1,36,4,18,6,8,0,-999997
1620,LZFA-68,MSM,Decreasing,N,N,36,30,40,1003.78,Y,549,1,36,4,18,6,8,0,-999997
1621,VGWX-15,Direct,Decreasing,Y,N,32,20,50,1041.45,N,555,1,-999997,4,15,5,5,0,-999997
1622,JXFJ-20,CTM,Level with CI,Y,N,51,5,19.95,404.86,N,552,5,-999997,2,10,8,5,0,-999997
1623,TQJF-43,Direct,Decreasing with CI,N,N,34,15,19.95,404.86,N,552,5,-999997,2,10,8,5,0,-999997
1624,HCMN-59,MSM,Level with CI,Y,Y,59,30,16.35,458.82,N,587,4,21,7,11,4,1,0,-999997
1625,WNPV-91,MSM,Level with CI,N,N,52,5,16.35,458.82,N,587,4,21,7,11,4,1,0,-999997
1626,WZPB-81,CTM,Level with CI,Y,N,39,20,24.18,746.09,Y,549,2,6,9,10,6,5,0,-999997
1627,NWNI-79,Direct,Decreasing,N,N,46,20,24.18,746.09,Y,549,2,6,9,10,6,5,0,-999997
1628,HQSK-86,MSM,Level with CI,Y,Y,53,20,24.18,746.09,Y,549,2,6,9,10,6,5,0,-999997
1629,CCTL-58,CTM,Level,N,Y,34,30,10.29,322.43,N,534,1,-999997,8,17,7,4,0,-999997
1630,RABN-90,MSM,Level,Y,N,54,40,10.29,322.43,N,534,1,-999997,8,17,7,4,0,-999997
1631,YHVI-40,MSM,Level accelerated,Y,Y,43,20,9.99,313.96,N,534,1,-999997,8,17,7,4,0,-999997
1632,RMIL-79,Direct,Decreasing,N,N,35,20,9.99,313.96,N,534,1,-999997,8,17,7,4,0,-999997
1633,CDXM-54,CTM,Decreasing with CI,N,Y,18,40,9.99,313.96,N,534,1,-999997,8,17,7,4,0,-999997
1634,ZTHZ-68,CTM,Level accelerated,N,Y,38,20,10.29,322.43,N,534,1,-999997,8,17,7,4,0,-999997
1635,VVIZ-81,MSM,Level,N,N,45,20,10.29,322.43,N,534,1,-999997,8,17,7,4,0,-999997
1636,ETRS-11,MSM,Decreasing,Y,N,47,30,24.27,726.86,Y,556,0,19,7,12,5,6,0,-999997
1637,MRDU-92,CTM,Level accelerated,Y,Y,46,30,24.27,726.86,Y,556,0,18,7,12,5,6,0,-999997
1638,NCCH-53,Direct,Level with CI,N,N,32,20,25.1,749.3,Y,556,0,18,7,12,5,6,0,-999997
1639,DYJO-29,CTM,Level,N,Y,31,20,29.4,887.58,Y,556,0,18,7,12,5,6,0,-999997
1640,KVOH-18,Direct,Decreasing with CI,Y,Y,33,30,25.1,749.3,Y,556,0,18,7,12,5,6,0,-999997
1641,KKKH-32,Direct,Level,Y,N,44,15,25.1,749.3,Y,556,0,19,7,12,5,6,0,-999997
1642,IQDS-54,CTM,Level with CI,Y,N,45,5,29.4,887.58,Y,556,0,19,7,12,5,6,0,-999997
1643,TMBY-47,CTM,Level,N,N,29,5,25.1,749.3,Y,556,0,19,7,12,5,6,0,-999997
1644,ANFU-24,CTM,Level,Y,Y,44,20,25.1,749.3,Y,556,0,19,7,12,5,6,0,-999997
1645,DSTH-15,MSM,Level with CI,Y,N,54,20,25.1,749.3,Y,556,0,18,7,12,5,6,0,-999997
1646,SUHK-23,CTM,Level,Y,N,56,15,25.1,749.3,Y,556,0,18,7,12,5,6,0,-999997
1647,IAMY-41,MSM,Level,N,Y,44,20,37.99,1164.15,Y,556,0,18,7,12,5,6,0,-999997
1648,GBMD-46,CTM,Decreasing,N,N,30,10,25.1,749.3,Y,556,0,19,7,12,5,6,0,-999997
1649,VQRJ-23,Direct,Level with CI,Y,Y,51,30,37.99,1164.15,Y,556,0,19,7,12,5,6,0,-999997
1650,JPFO-84,CTM,Decreasing,Y,Y,47,20,7.81,108.26,N,588,2,133,18,12,4,6,0,-999997
1651,UIII-82,CTM,Level accelerated,Y,N,50,25,41.23,1019.88,N,556,5,-999997,8,11,2,7,0,-999997
1652,PARM-66,Direct,Level with CI,N,N,53,20,41.23,1019.88,N,556,5,-999997,8,11,2,7,0,-999997
1653,ULWB-46,Direct,Level,N,N,43,20,55.25,1353.45,Y,549,1,36,4,18,6,8,0,-999997
1654,FSQU-21,MSM,Level,N,N,47,20,21.16,482.81,Y,568,3,-999997,4,10,4,8,0,-999997
1655,IPKG-98,CTM,Level,N,N,42,20,21.16,482.81,Y,568,3,-999997,4,10,4,8,0,-999997
1656,IWNN-91,MSM,Level with CI,Y,N,46,30,23.6,541.06,Y,568,3,-999997,4,10,4,8,0,-999997
1657,FZVI-16,Direct,Level with CI,Y,N,54,30,318.02,7815.12,N,576,5,-999997,6,7,3,2,0,-999997
1658,WMHT-15,CTM,Decreasing,N,N,26,30,318.02,7815.12,N,576,5,-999997,6,7,3,2,0,-999997
1659,DBST-29,MSM,Decreasing with CI,Y,N,49,30,40.43,1045.79,N,542,4,12,1,6,8,6,0,-999997
1660,PHHH-30,Direct,Decreasing with CI,Y,N,45,30,7.19,167.81,N,544,4,-999997,5,19,6,10,0,-999997
1661,SGLX-76,CTM,Level,Y,Y,43,10,13.15,320.03,N,544,4,-999997,5,19,6,10,0,-999997
1662,DDOJ-55,CTM,Level with CI,Y,N,44,20,14.74,325.14,N,544,4,-999997,5,19,6,10,0,-999997
1663,BGDZ-28,CTM,Decreasing with CI,Y,N,51,20,4.76,115.73,N,544,4,-999997,5,19,6,10,0,-999997
1664,MEPO-64,CTM,Decreasing with CI,N,Y,46,30,25.24,582.69,Y,579,3,21,3,10,5,4,0,-999997
1665,KEMS-87,Direct,Decreasing accelerated,N,Y,47,20,25.24,582.69,Y,579,3,21,3,10,5,4,0,-999997
1666,WHAI-58,Direct,Decreasing with CI,Y,Y,37,20,25.24,582.69,Y,579,3,21,3,10,5,4,0,-999997
1667,FLTR-11,MSM,Level with CI,Y,N,33,20,7,214.47,Y,574,4,-999997,11,12,4,4,0,-999997
1668,DFUL-78,Direct,Level with CI,N,N,42,20,7,214.47,Y,574,4,-999997,11,12,4,4,0,-999997
1669,SPMZ-92,Direct,Level,Y,N,47,20,7,214.47,Y,574,4,-999997,11,12,4,4,0,-999997
1670,WWBY-78,CTM,Decreasing with CI,Y,N,45,30,22.21,307.72,N,559,0,349,4,24,7,9,0,-999997
1671,JVYA-56,CTM,Level,Y,N,43,15,22.21,307.72,N,559,0,349,4,24,7,9,0,-999997
1672,CYVO-56,Direct,Decreasing with CI,N,Y,48,30,31.84,441.12,N,559,0,349,4,24,7,9,0,-999997
1673,DKRA-61,Direct,Decreasing with CI,Y,N,44,20,38.17,940.96,N,516,0,24,4,22,7,10,0,-999997
1674,CQUX-30,Direct,Decreasing accelerated,Y,Y,52,15,30.88,703.39,N,552,5,15,8,18,6,8,0,-999997
1675,GPPL-24,Direct,Level,N,Y,43,10,46.32,1052.56,N,552,5,15,8,18,6,8,0,-999997
1676,DLAF-51,MSM,Decreasing with CI,N,N,52,25,39.33,900.21,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1677,WZYW-74,CTM,Level with CI,Y,N,47,20,67.66,1638.84,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1678,EWYL-51,CTM,Level,Y,N,50,20,39.33,900.21,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1679,RMKX-64,CTM,Decreasing,N,Y,45,20,50.36,1163.03,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1680,XTZQ-83,MSM,Decreasing accelerated,Y,N,47,30,39.33,900.21,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1681,BWJB-18,CTM,Decreasing,Y,N,21,40,43.95,1000.21,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1682,EPYD-78,Direct,Level,Y,Y,47,25,48.57,1100.2,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1683,FPBD-62,MSM,Level,N,N,59,10,43.95,1000.21,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1684,RFYO-83,CTM,Level,Y,N,47,10,12.02,306.84,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1685,XPGM-53,Direct,Level,Y,N,45,20,54.45,1304.8,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1686,RJZP-20,CTM,Level accelerated,Y,Y,45,30,8.8,131.02,Y,562,1,97,8,13,5,6,0,-999997
1687,UCDU-89,CTM,Level with CI,N,N,54,20,8.8,131.02,Y,562,1,97,8,13,5,6,0,-999997
1688,VZZI-32,CTM,Level with CI,Y,N,46,10,8.8,131.02,Y,562,1,97,8,13,5,6,0,-999997
1689,UARG-89,CTM,Level with CI,Y,Y,33,30,6.04,83.74,Y,580,3,-999997,0,11,5,8,0,-999997
1690,YXYZ-45,CTM,Decreasing,Y,Y,38,10,15.69,212.36,N,569,0,10,9,6,3,1,0,-999997
1691,TUKF-88,CTM,Decreasing with CI,Y,N,34,30,15.69,212.36,N,569,0,10,9,6,3,1,0,-999997
1692,AKDK-51,MSM,Decreasing with CI,Y,Y,44,20,15.69,212.36,N,569,0,10,9,6,3,1,0,-999997
1693,ZKQQ-79,MSM,Level accelerated,Y,N,45,30,15.31,354.2,Y,558,1,85,1,12,7,6,0,-999997
1694,WCZZ-85,CTM,Decreasing accelerated,Y,N,25,35,16.48,380.11,Y,558,1,85,1,12,7,6,0,-999997
1695,YHCG-28,CTM,Decreasing with CI,Y,N,62,35,15.31,354.2,Y,558,1,85,1,12,7,6,0,-999997
1696,FOZG-55,Direct,Level,N,Y,49,20,15.31,354.2,Y,558,1,85,1,12,7,6,0,-999997
1697,WOXM-45,CTM,Decreasing with CI,N,Y,51,20,15.31,354.2,Y,558,1,85,1,12,7,6,0,-999997
1698,YCLX-78,CTM,Level with CI,Y,Y,58,20,7.64,105.84,Y,580,3,-999997,0,11,5,8,0,-999997
1699,SFPJ-24,Direct,Decreasing with CI,N,N,54,20,6.04,83.74,Y,580,3,-999997,0,11,5,8,0,-999997
1700,QOPV-89,Direct,Level with CI,N,N,51,20,27.7,854.41,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1701,LSCE-93,CTM,Decreasing,Y,N,41,30,31.25,964.09,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1702,HLWT-34,Direct,Decreasing accelerated,N,Y,51,20,24.14,744.73,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1703,VWKG-48,CTM,Level,N,N,34,10,24.14,744.73,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1704,KLOX-61,CTM,Level,Y,N,56,5,24.14,744.73,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1705,HKKO-28,CTM,Decreasing with CI,N,N,46,10,33.23,699.92,N,589,1,205,3,7,5,1,0,-999997
1706,CESZ-55,CTM,Decreasing with CI,Y,Y,38,15,33.23,699.92,N,589,1,205,3,7,5,1,0,-999997
1707,MBED-58,CTM,Level with CI,Y,N,43,20,18.37,472.56,N,587,0,61,11,6,2,6,0,-999997
1708,PQHD-53,Direct,Level with CI,N,N,61,20,18.37,472.56,N,587,0,61,11,6,2,6,0,-999997
1709,ZDWG-40,CTM,Level with CI,Y,Y,26,20,18.37,472.56,N,587,0,61,11,6,2,6,0,-999997
1710,YXRU-91,Direct,Level,N,N,51,30,31.41,641.9,Y,558,1,85,1,12,7,6,0,-999997
1711,TIGG-39,Direct,Level,Y,Y,34,20,33.32,692.97,Y,558,1,85,1,12,7,6,0,-999997
1712,KDYS-78,MSM,Decreasing,Y,N,52,25,32.2,669.17,Y,558,1,85,1,12,7,6,0,-999997
1713,WVCS-53,MSM,Decreasing with CI,N,N,49,30,30.35,619.91,Y,558,1,85,1,12,7,6,0,-999997
1714,GSPK-57,Direct,Level with CI,Y,Y,50,20,31.41,641.9,Y,558,1,85,1,12,7,6,0,-999997
1715,RIQC-65,Direct,Level,Y,N,40,5,31.41,641.9,Y,558,1,85,1,12,7,6,0,-999997
1716,MIHM-30,CTM,Decreasing,N,Y,47,5,31.41,641.9,Y,558,1,85,1,12,7,6,0,-999997
1717,FBFN-68,Direct,Level,Y,N,44,30,25.5,515.36,N,562,1,21,6,8,5,9,0,-999997
1718,QCUZ-31,CTM,Decreasing with CI,Y,N,49,30,10.64,233.49,N,567,3,31,4,6,6,2,0,-999997
1719,GZLN-92,CTM,Level with CI,Y,N,36,5,10.64,233.49,N,567,3,31,4,6,6,2,0,-999997
1720,RQZH-12,Direct,Decreasing accelerated,N,Y,62,30,10.64,233.49,N,567,3,31,4,6,6,2,0,-999997
1721,UJDY-52,CTM,Level with CI,Y,Y,29,40,10.64,233.49,N,567,3,31,4,6,6,2,0,-999997
1722,RSGC-92,MSM,Level,N,N,40,30,18.38,432.34,Y,571,10,21,8,9,4,7,0,-999997
1723,AKTZ-98,MSM,Level with CI,Y,N,48,10,19.98,420.74,Y,571,10,21,8,9,4,7,0,-999997
1724,XHZW-58,Direct,Decreasing accelerated,N,N,46,20,19.98,420.74,Y,571,10,21,8,9,4,7,0,-999997
1725,GULN-40,Direct,Level with CI,Y,N,50,20,22.96,526.1,Y,571,10,21,8,9,4,7,0,-999997
1726,JLHM-46,Direct,Level with CI,N,N,36,20,19.98,420.74,Y,571,10,21,8,9,4,7,0,-999997
1727,WRTK-83,Direct,Decreasing with CI,Y,N,53,25,19.98,420.74,Y,571,10,21,8,9,4,7,0,-999997
1728,PGNP-64,CTM,Level with CI,N,N,34,40,26.57,687.35,N,550,0,11,14,12,4,6,0,-999997
1729,WDGF-19,CTM,Level accelerated,N,Y,44,5,26.57,687.35,N,550,0,11,14,12,4,6,0,-999997
1730,HYEM-39,CTM,Decreasing with CI,N,N,35,25,18.48,471.23,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1731,TUBS-11,Direct,Decreasing with CI,N,N,24,20,18.48,471.23,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1732,FFZN-19,MSM,Level,N,N,47,15,26.94,696.99,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1733,DDTR-20,Direct,Level accelerated,N,Y,62,20,23.69,599.78,N,551,2,-999997,6,23,6,3,0,-999997
1734,ZMTZ-29,CTM,Level with CI,Y,Y,51,20,23.69,599.78,N,551,2,-999997,6,23,6,3,0,-999997
1735,XHAE-44,Direct,Level with CI,N,N,45,20,23.69,599.78,N,551,2,-999997,6,23,6,3,0,-999997
1736,NITH-85,CTM,Decreasing accelerated,Y,N,62,20,23.69,599.78,N,551,2,-999997,6,23,6,3,0,-999997
1737,YOOG-54,MSM,Decreasing with CI,N,Y,46,20,138.47,4140.44,N,568,0,72,5,10,3,7,0,-999997
1738,ELXU-61,MSM,Decreasing accelerated,N,Y,61,20,138.47,4140.44,N,568,0,72,5,10,3,7,0,-999997
1739,OLEV-76,CTM,Decreasing with CI,Y,Y,45,20,222.43,6683.68,N,568,0,72,5,10,3,7,0,-999997
1740,DRVT-22,CTM,Level accelerated,Y,Y,30,30,25.11,653.24,N,543,4,-999997,11,12,6,7,0,-999997
1741,TZUK-53,CTM,Decreasing,Y,N,35,10,19.58,502.42,N,543,4,-999997,11,12,6,7,0,-999997
1742,SYHN-32,CTM,Level,Y,N,46,25,25.11,653.24,N,543,4,-999997,11,12,6,7,0,-999997
1743,ATWG-61,Direct,Level with CI,Y,Y,46,30,36.6,943.84,N,546,0,168,1,20,6,10,0,-999997
1744,OHLE-57,CTM,Decreasing,Y,Y,46,30,23.94,449.54,N,546,0,168,1,20,6,10,0,-999997
1745,VWGG-85,CTM,Level accelerated,N,N,48,30,29,458.88,N,546,0,168,1,20,6,10,0,-999997
1746,JLEB-25,Direct,Level,N,N,45,20,15.88,348.52,Y,441,4,72,2,22,7,6,2,6
1747,IEXT-16,Direct,Decreasing,Y,Y,41,10,15.88,348.52,Y,441,4,72,2,22,7,6,2,6
1748,KJUT-73,CTM,Level with CI,N,N,52,5,15.88,348.52,Y,441,4,72,2,22,7,6,2,6
1749,BJMZ-98,CTM,Decreasing with CI,Y,Y,54,30,40.39,1293.71,N,571,0,157,2,11,6,8,0,-999997
1750,TTXR-51,Direct,Level accelerated,Y,N,36,30,30.89,998.2,N,571,0,157,2,11,6,8,0,-999997
1751,NTFB-86,CTM,Level,Y,N,58,20,35.3,811.61,N,559,3,-999997,5,20,6,6,0,-999997
1752,EDEV-71,MSM,Level,Y,N,25,25,29.24,650.98,N,559,3,-999997,5,20,6,6,0,-999997
1753,THCT-14,MSM,Level accelerated,N,N,37,15,10.49,223.77,Y,575,2,21,11,17,4,2,0,-999997
1754,BBSX-23,Direct,Level with CI,N,N,41,15,12.08,257.74,Y,575,2,21,11,17,4,2,0,-999997
1755,SXWY-39,CTM,Level,Y,N,40,20,10.49,223.77,Y,575,2,21,11,17,4,2,0,-999997
1756,LHTW-61,Direct,Level,Y,Y,46,20,11.36,348.25,N,550,1,-999997,4,19,6,8,0,-999997
1757,IMCX-50,MSM,Decreasing with CI,Y,N,33,20,11.36,348.25,N,550,1,-999997,4,19,6,8,0,-999997
1758,UVYZ-85,CTM,Level,Y,Y,49,20,11.36,348.25,N,550,1,-999997,4,19,6,8,0,-999997
1759,LLVY-38,MSM,Level accelerated,N,N,39,20,5.53,176.02,N,565,0,86,0,{ND},4,99,0,-999997
1760,ODOU-99,CTM,Decreasing,Y,N,44,5,19.19,406.74,N,541,7,-999997,6,11,7,5,0,-999997
1761,XFJQ-51,MSM,Level,N,N,43,25,12.38,312.61,N,589,2,-999997,3,13,2,1,0,-999997
1762,PBNQ-16,CTM,Decreasing with CI,Y,N,41,30,12.38,312.61,N,589,2,-999997,3,13,2,1,0,-999997
1763,WEGR-13,MSM,Decreasing,Y,N,37,20,12.38,312.61,N,589,2,-999997,3,13,2,1,0,-999997
1764,SYNS-45,CTM,Level,N,N,45,30,22.13,465.85,N,589,2,-999997,3,13,2,1,0,-999997
1765,EKNH-99,CTM,Level,Y,Y,43,30,46.9,1485.63,N,571,0,157,2,11,6,8,0,-999997
1766,YHJI-28,MSM,Level with CI,N,N,58,20,44.89,1173.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1767,COEG-64,Direct,Level accelerated,Y,Y,49,20,34.09,796.46,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1768,GXNX-77,CTM,Level,Y,N,40,15,26.58,791.81,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1769,LNIA-56,MSM,Level,Y,N,35,5,26.58,791.81,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
1770,CQLJ-97,Direct,Level with CI,N,N,57,20,121.16,3463.28,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
